occupational	ergothérapique	adjective	0.50864995
scare	recrudescence	noun	0.47435504
factory	usine	noun	0.68587565
trap	piéger	verb	0.5969218
treasure	le	verb	-0.026770208
fellow	jeune	adjective	0.42110234
methodical	méticuleux	adjective	0.46332002
ocular	chéloïde	adjective	0.5863134
biosphere	biosphère	noun	0.5463756
bay	baie	noun	0.55777997
occupational	ergothérapique	adjective	0.50864995
scare	recrudescence	noun	0.47435504
factory	usine	noun	0.68587565
trap	piéger	verb	0.5969218
treasure	le	verb	-0.026770208
fellow	jeune	adjective	0.42110234
methodical	méticuleux	adjective	0.46332002
ocular	chéloïde	adjective	0.5863134
biosphere	biosphère	noun	0.5463756
bay	baie	noun	0.55777997
flirt	chicoter	verb	0.46096623
presidency	présidence	noun	0.587682
practical	pratique	adjective	0.5481035
radioactivity	radioactivité	noun	0.53655124
badger	léporidé	noun	0.4701523
reliance	nécessité	noun	0.47752172
buying	intimidable	adjective	0.58901644
oxygen	oxygène	noun	0.7202753
schooling	scolarité	noun	0.5217885
unblock	retireron	verb	0.56094086
pull	lâcher	verb	0.5555055
suffice	excuson	verb	0.49243674
total	le	adverb	-0.15203983
statesman	diplomate	noun	0.5751936
worry	rassurer	verb	0.51822484
imperial	impérial	adjective	0.61607796
problematic	problématique	adjective	0.5382564
outcry	protestation	noun	0.53485924
emphasise	concilier	verb	0.47547942
burn	brûler	verb	0.6498966
positive	positif	adjective	0.56067634
hypothetical	hypothétique	adjective	0.5285635
necessary	nécessaire	adjective	0.67487675
program	programme	noun	0.63345224
lately	vérifiéje	adverb	0.5015665
earn	décrocher	verb	0.52960765
educational	éducatif	adjective	0.6762785
ill	malade	adjective	0.5494176
videoconference	rinji	noun	0.5012468
casket	cercueil	noun	0.5203661
venerable	vénérable	adjective	0.46594882
graduate	diplômer	verb	0.59987247
even	cosmologiquer	adjective	0.6393944
natality	gynodioïque	noun	0.61969817
blunt	défigurant	adjective	0.48902598
cathedral	cathédrale	noun	0.7096904
hilly	montagneux	adjective	0.55832076
devastate	ravager	verb	0.64423853
winkle	lézarts	noun	0.55044264
designate	dénommer	verb	0.41693532
fishing	pêche	noun	0.67554307
firm	solide	adjective	0.40514943
depreciate	dollariser	verb	0.5088319
enlightenment	humanisme	noun	0.5442749
alter	altérer	verb	0.5215087
conduct	manquement	noun	0.49097398
flattering	culotter	adjective	0.5636529
contact	contacter	verb	0.57770914
ark	selihot	noun	0.42536917
conflicting	le	adjective	-0.0906983
organize	organiser	verb	0.6365701
denominator	dénominateur	noun	0.53472835
start	début	noun	0.40867186
hailstorm	corallien	noun	0.4872565
tiny	petite	adjective	0.4601537
slaughtering	faiseuse	noun	0.5083014
nudism	maghrébine	noun	0.47183168
aroma	arôme	noun	0.6499344
heave	clopin clopant	verb	0.4935482
flat	plat	adjective	0.489397
knife	couteau	noun	0.6058613
medallist	catégorie:champion	noun	0.53024197
supply	approvisionnement	noun	0.6481941
attempt	tenter	verb	0.68794364
rarity	rareté	noun	0.5272794
attribute	attribuer	verb	0.52146375
agitate	non maîtriser	verb	0.46908426
snake	serpent	noun	0.55178773
juvenile	juvénile	noun	0.44468337
state	affirmer	verb	0.5928464
shut	stopper	verb	0.44139093
overwhelm	anéantir	verb	0.54290277
boat	bateau	noun	0.731665
immediateness	mentalisation	noun	0.6302211
director	directeur	noun	0.6117905
northbound	a46	adjective	0.5095523
platinum	:disque	noun	0.5397836
finally	finalement	adverb	0.52827847
suffocate	évanouérir	verb	0.50747275
our	le	pronoun	0.12437586
rookie	le	adjective	-0.064072266
brief	inter allier	verb	0.46651825
medicine	médecine	noun	0.6628176
fearful	menaçant	adjective	0.51036966
consistent	cohérent	adjective	0.54668975
speciality	spécialité	noun	0.53244436
appeal	condamnation	noun	0.49883705
advance	éliminer	verb	0.40725642
tubercle	spinules	noun	0.58054054
manual	manuel	adjective	0.5740535
brass	cuivre	noun	0.56709486
constituent	constituant	noun	0.5297226
lesson	leçon	noun	0.5509404
candy	bonbon	noun	0.6462898
incapacitate	dorsal	verb	0.48109332
stab	poignardant	noun	0.47127086
integrate	intégrer	verb	0.5155714
reservation	réservation	noun	0.4558202
starvation	famine	noun	0.6105032
unadulterated	prédestin	adjective	0.46234748
slam	indoor	noun	0.43028548
thin	mince	adjective	0.6169337
defy	défier	verb	0.53795516
consign	dépenailler	verb	0.42075205
bomb	bombe	noun	0.5954955
huntsman	mandelette	noun	0.45568344
checkpoint	perquisition	noun	0.425683
controversy	controverse	noun	0.6520897
willingness	volonté	noun	0.5296285
odontology	archéoichtyologie	noun	0.6015508
deduce	déduire	verb	0.5035921
patriarch	patriarche	noun	0.5555763
severe	sévère	adjective	0.63654494
dreaded	hara kiri	adjective	0.542656
competitivity	defécondité	noun	0.66439545
mythical	mythologique	adjective	0.6188633
bid	candidature	noun	0.43658322
linguist	linguiste	noun	0.6953155
caffeine	caféine	noun	0.5487567
insert	insérer	verb	0.63109267
prosecution	condamnation	noun	0.5895154
tax	impôt	noun	0.668641
abuse	maltraitance	noun	0.58802015
silly	bizarre	adjective	0.5671895
biologist	biologiste	noun	0.68763995
homophobic	insultant	adjective	0.5585109
abduct	assassiner	verb	0.5641027
exchange	échanger	verb	0.5249877
purely	purement	adverb	0.6117168
minor	mineure	noun	0.46221095
right	droit	adjective	0.502542
publisher	éditeur	noun	0.6410217
pole	poteau	noun	0.41131333
scandalize	regre	verb	0.48765558
motorise	anti char	verb	0.45377892
a	un	determiner	0.60881186
chimaera	dytique	noun	0.6049699
slanted	arrondi	adjective	0.45984727
uneconomic	nuisant	adjective	0.4790026
deal	contrat	noun	0.39975566
repulsive	diamagnétique	adjective	0.48368818
endure	endurer	verb	0.54388267
