occupational	aime	adjective	0.20805837
Beirut	.ceci	properNoun	0.2019766
scare	type	noun	0.21017334
Latin	terrace	noun	0.2286021
factory	logotype	noun	0.19192034
trap	agréablement	verb	0.19458915
treasure	le	verb	-0.057027973
fellow	global	adjective	0.16343269
methodical	captivant	adjective	0.24873932
ocular	cle	adjective	0.18961135
biosphere	coop	noun	0.20819229
bay	obtention	noun	0.18876731
Charleston	le	properNoun	0.157518
flirt	le	verb	-0.042757217
presidency	le	noun	0.094241135
practical	distandre	adjective	0.2679992
radioactivity	le	noun	-0.019222463
badger	le	noun	0.015630465
reliance	étagère	noun	0.2397463
buying	case	adjective	0.23641807
oxygen	d’accusation	noun	0.18757154
schooling	slr	noun	0.23110597
unblock	le	verb	0.017853212
pull	assurance vier	verb	0.19530971
suffice	le	verb	0.028214917
total	le	adverb	-0.11599178
statesman	geographt	noun	0.246212
worry	le	verb	0.02774813
Malaysian	le	adjective	-0.1378035
Grammys	kenitra	properNoun	0.24215703
imperial	nanter	adjective	0.22562464
problematic	l’informatique	adjective	0.23906814
outcry	solvabilité	noun	0.21730942
emphasise	le	verb	0.02889774
burn	le	verb	0.0134646855
positive	le	adjective	-0.08047886
hypothetical	incl	adjective	0.24245866
Oreja	reprendre	properNoun	0.21814993
necessary	cancalais	adjective	0.28441665
program	picodon	noun	0.22302121
lately	le	adverb	-0.07100276
earn	energy	verb	0.17703019
educational	le	adjective	-0.027682628
ill	accrocheur	adjective	0.23367344
videoconference	encensoir	noun	0.2642731
casket	télématique	noun	0.24445407
venerable	leurope	adjective	0.2724645
graduate	devras	verb	0.18889025
even	offre	adjective	0.22023866
natality	branding	noun	0.27716953
blunt	le	adjective	-0.06169758
cathedral	libeller	noun	0.21466441
Romania	rhéologie	properNoun	0.22567558
hilly	le	adjective	-0.079329975
devastate	sophistiqué	verb	0.20144185
winkle	contrats	noun	0.21737659
designate	le	verb	0.10947393
fishing	cadre	noun	0.20652425
firm	funeral	adjective	0.23690376
depreciate	le	verb	-0.03045284
enlightenment	mum	noun	0.28215998
alter	électroménager	verb	0.2015037
conduct	lance	noun	0.22688195
flattering	guard	adjective	0.21734932
contact	refait	verb	0.2031229
ark	multiculturalism	noun	0.2448253
conflicting	le	adjective	-0.048164252
organize	factory	verb	0.20794709
denominator	gond	noun	0.22731084
start	le	noun	-0.003051117
hailstorm	éclusier	noun	0.19093125
tiny	clown	adjective	0.2469805
slaughtering	robot	noun	0.23034018
nudism	ivresser	noun	0.23668613
aroma	le	noun	0.015326528
heave	le	verb	0.0057928944
flat	tentateur	adjective	0.27259117
knife	le	noun	-0.048176527
medallist	le	noun	-0.17614357
supply	roquefort	noun	0.24335888
Cuban	élémentaire	adjective	0.21298932
attempt	le	verb	0.031454667
rarity	300m	noun	0.21224114
attribute	le	verb	0.092829615
agitate	le	verb	0.084981665
snake	réorganise	noun	0.26929826
juvenile	produitsproduit	noun	0.22790483
state	le	verb	0.05004665
shut	piétonner	verb	0.20438907
overwhelm	sophistiqué	verb	0.24135393
boat	interdiction	noun	0.22497216
immediateness	robot	noun	0.18646353
director	linalol	noun	0.19772145
northbound	annuaire	adjective	0.2103948
platinum	équip	noun	0.25017637
finally	le	adverb	-0.010029197
suffocate	prometteux	verb	0.19048733
our	le	pronoun	0.08320227
rookie	le	adjective	-0.0099257305
brief	le	verb	-0.008789865
medicine	chantage	noun	0.23953739
fearful	travaillé	adjective	0.23241657
consistent	le	adjective	0.016166776
speciality	le	noun	-0.06681782
appeal	le	noun	0.006819971
advance	le	verb	-0.0072934143
tubercle	versant	noun	0.22416875
manual	le	adjective	-0.029659212
brass	teg	noun	0.25588137
constituent	yang	noun	0.21376023
lesson	labrum	noun	0.24802822
candy	le	noun	-0.024825893
incapacitate	d’embarquement	verb	0.2197202
stab	rachat	noun	0.21534663
integrate	jouxt	verb	0.2445764
reservation	moment	noun	0.22935972
starvation	conservatoire	noun	0.18707183
unadulterated	le	adjective	0.016688235
slam	pilot	noun	0.23054218
Sigmund	karl marx	properNoun	0.24531189
thin	spécial	adjective	0.2156663
defy	capaciter	verb	0.21942505
consign	encouru	verb	0.25253713
bomb	renommunications	noun	0.19401635
huntsman	archéologique	noun	0.18088949
checkpoint	l’audace	noun	0.24536598
controversy	base	noun	0.1936776
willingness	parachèvement	noun	0.25489575
odontology	le	noun	-0.028062265
deduce	inner	verb	0.21536693
patriarch	graduate	noun	0.2607622
Ephesus	sc.	properNoun	0.23461507
severe	cocktail	adjective	0.1972969
dreaded	drive	adjective	0.25939554
competitivity	checkpoint	noun	0.21820083
mythical	le	adjective	-0.01857733
bid	re	noun	0.22064658
linguist	actualiter	noun	0.21648894
caffeine	le	noun	-0.088700145
insert	électroménager	verb	0.23951983
prosecution	formation	noun	0.20459783
tax	kiosque	noun	0.17391402
abuse	planche	noun	0.21849005
silly	le	adjective	-0.12921837
Pacific	asturias	properNoun	0.22516534
biologist	fauter	noun	0.20176193
homophobic	antan	adjective	0.20915858
abduct	nomader	verb	0.23638992
exchange	le	verb	0.037377253
African	le	adjective	-0.05567451
purely	le	adverb	0.029732805
minor	z index	noun	0.28251556
right	le	adjective	-0.050881073
publisher	le	noun	-0.020940192
pole	leu	noun	0.20975839
scandalize	amure	verb	0.2089965
G20	excursion	noun	0.23046803
motorise	notoirement	verb	0.2752187
a	le	determiner	0.011605106
chimaera	le	noun	-0.039118104
Boeotia	modérer	properNoun	0.24224195
slanted	le	adjective	-0.08437222
uneconomic	extenseur	adjective	0.23204762
deal	chaux	noun	0.17099988
repulsive	le	adjective	-0.096546665
Comoros	albatross	properNoun	0.23318022
endure	le	verb	-0.0052785184
plead	immatriculer	verb	0.17110798
sandpaper	cybersécurité	noun	0.24073178
procurement	finance	noun	0.24429965
warning	familier	noun	0.20846081
farewell	rapidité	noun	0.24272013
flower	désenclaver	verb	0.22520858
boot	islamophobie	noun	0.1980209
flat	le	noun	0.06267187
elegant	grid	adjective	0.2599915
shudder	le	verb	0.065991804
Southampton	pohénégamook	properNoun	0.22547579
castle	l’obje	noun	0.23987696
anticipate	bénéficier	verb	0.2704516
rabies	mantecado	noun	0.20703042
effectively	le	adverb	0.056815296
onion	le	noun	-0.026269905
cripple	éperon	noun	0.21714468
sending	imbrication	noun	0.22181503
bachelor	lead	noun	0.22916938
normally	le	adverb	-0.004090246
restructuring	part	noun	0.23884127
renew	changeant	verb	0.21328816
curly	le	adjective	-0.10796494
esteem	zone	noun	0.22733021
result	emprunt	noun	0.18891956
treacherous	fracassant	adjective	0.23115362
Olympic	student	noun	0.22861418
confirm	le	verb	0.021997185
lift	géographique	noun	0.22908403
research	le	verb	-0.098452106
displace	gravir	verb	0.21139023
disadvantaged	parafoudre	adjective	0.2431108
range	bailli	verb	0.19704916
fuzzy	le	adjective	-0.10603336
shoulder	dncg	noun	0.24526276
properly	le	adverb	-0.041395497
overtake	démarir	verb	0.23837778
benchmark	emplette	noun	0.21266428
Menorca	戈	properNoun	0.23238748
Soviet	d’écoute	adjective	0.21213469
parade	terminus	verb	0.24336399
cloudburst	monitorat	noun	0.19757321
conspire	multimédia	verb	0.22537565
Wednesday	calligramme	noun	0.24837509
little	teaseux	adjective	0.23111565
cold	toon	noun	0.2603879
concern	rafale	noun	0.20138685
precise	clinquant	adjective	0.20271623
geopolitical	le	adjective	0.00095836073
geriatric	le	adjective	-0.029879797
motive	surface	noun	0.22777784
fire	reconnaissance	noun	0.25994533
homosexuality	mitraillette	noun	0.22512478
syrup	le	noun	0.020691216
environmentalist	bourrer	adjective	0.18066308
cleansing	pique	adjective	0.21487227
lightning	bouter	noun	0.19705573
Shiite	maîtres	noun	0.21734878
chin	houppelande	noun	0.21063545
canoeist	féminisation	noun	0.20986554
glitch	fabrique	noun	0.19195005
register	patator	noun	0.2038451
coffee	spoliation	noun	0.23079264
prefix	concierge	noun	0.22320648
copy	immo	verb	0.21445842
internment	le	noun	0.021144819
jab	jijel	noun	0.22485414
honest	le	adjective	-0.025268476
justifiably	le	adverb	-0.011366477
terrifying	palpitant	adjective	0.20260821
giant	le	adjective	-0.01728937
confiscate	deviser	verb	0.22153206
function	porte	noun	0.29157504
imitate	acheminement	verb	0.25266138
spare	hackeur	noun	0.22277957
famous	le	adjective	-0.07010919
peak	photoreporter	noun	0.16837838
mother	liste	noun	0.23520185
discontinuous	le	adjective	-0.020262618
chronological	le	adjective	0.037587263
mutiny	répertoire	noun	0.22366673
disabled	ascenseur	noun	0.2847321
descendent	millions	noun	0.23917358
heat	le	noun	-0.09431094
eternity	streetstyle	noun	0.2784335
retry	rester	verb	0.19402608
bind	master	verb	0.2046271
erect	le	verb	0.14358382
takeover	retenir	noun	0.23546372
especially	le	adverb	-0.0035742018
surface	achalander	verb	0.21066278
spearhead	le	verb	0.033387154
butterfly	scd	noun	0.22430483
Celanova	saint lô	properNoun	0.23265506
coordinate	le	verb	0.025721658
myocardium	d’architecture	noun	0.19658008
Bournemouth	l’intérêt	properNoun	0.22184023
time	le	verb	-0.01719682
itself	le	adverb	-0.006140854
microprocessor	prefecture	noun	0.24584386
insemination	provision	noun	0.27479723
interview	le	verb	0.021487504
excessively	le	adverb	-0.036893822
Fisk	etranger	properNoun	0.24972948
link	d’art	noun	0.2257736
hassle	transaction	noun	0.21770564
pride	prévision	noun	0.23250495
tender	pré achat	noun	0.2495348
prank	répertoire	noun	0.18745872
toothpick	caméléon	noun	0.25625056
Calvinist	nesle	noun	0.21321583
selfishness	cargaison	noun	0.23053683
Spector	sénarmont	properNoun	0.22654308
guard	d’artiste	noun	0.22576633
exalt	numéroté	verb	0.27326
merciless	le	adjective	-0.010082159
Indochinese	fouille	adjective	0.29063386
agitated	magnétic	adjective	0.21075907
Sucre	hamid	properNoun	0.23384063
compete	le	verb	-0.037905607
shortage	transport	noun	0.18002182
screen	premièr	noun	0.25378346
Philadelphia	envois	properNoun	0.25832245
humility	ficelle	noun	0.25447524
anonymity	ninjer	noun	0.18199866
despair	l’enveloppe	noun	0.19732678
motivate	filmé	verb	0.25097084
invent	le	verb	0.06981361
Vasconia	sparql	properNoun	0.21215141
get	le	verb	0.04690128
hierarchical	clinquant	adjective	0.250057
emphasize	tissavoir	verb	0.23170404
department	hoc	noun	0.22974095
fond	maximum	adjective	0.20928898
homesickness	suivi	noun	0.18370064
prisoner	dégel	noun	0.21269566
Senegambia	transfer	properNoun	0.19704425
lively	mêlé	adjective	0.24135146
kingdom	prospection	noun	0.25640386
medullary	le	adjective	-0.043370903
trunk	superviseur	noun	0.27425298
assumption	bic	noun	0.23112494
inquest	infrastructurer	noun	0.21432033
enlist	le	verb	0.09637275
mining	le	adjective	-0.040304072
historical	tuber	adjective	0.24800414
tone	changeur	noun	0.22191255
decisive	strike	adjective	0.23361799
emergence	maîtrise	noun	0.22724591
etymology	professeurs	noun	0.19298059
toothless	le	adjective	0.035773426
participle	shui	noun	0.2419245
move	le	verb	0.13269907
scruple	off	noun	0.2104609
Polynesia	le	properNoun	0.024993867
thank	escarboucle	noun	0.25335333
increase	respectueur	verb	0.18786335
preview	offre	noun	0.24026863
indefinable	rôliste	adjective	0.19272415
iron	marketing	verb	0.21612814
explode	d’intérêt	verb	0.19709647
schedule	rubrique	noun	0.25948936
iconoclastic	liste	adjective	0.20538087
gorilla	d’investissement	noun	0.25274813
bird	le	noun	-0.030934973
bunch	le	noun	-0.02687892
fang	le	noun	-0.031347543
primary	responsable	adjective	0.20504747
anthropological	le	adjective	-0.101772815
plainly	le	adverb	-0.029133394
kid	connexions	noun	0.24342579
songwriter	taxis	noun	0.22191674
Curros	ihest	properNoun	0.2283175
die	infrastructurer	verb	0.22508213
last	écrire	verb	0.19582933
encyclopaedia	php	noun	0.24211183
freebie	grand	noun	0.2043769
ideologist	d’exposition	noun	0.21078154
equivalence	cognitique	noun	0.23279865
apricot	le	noun	-0.08090868
mockery	dérouleur	noun	0.2463806
lift	accroissement	verb	0.23182794
polluter	viril	noun	0.25974858
category	maligner	noun	0.22297728
bank	schiste	noun	0.23079526
perplexed	yacht	adjective	0.2418938
stubborn	le	adjective	0.0712432
