pedestrian	piéton	noun	1
ascertain	constater	verb	1
Fadie	Vieille-Castille	properNoun	1
danish	danois	adjective	1
thimble	nuance	noun	1
bait	séduction	noun	1
Télémaque	Télémaque	properNoun	1
Bessemer	Hamid	properNoun	1
tirelessly	contrairement	adverb	1
Viñuela	Davis	properNoun	1
fumigation	inhalation	noun	1
Irène	Sydney	properNoun	1
thus	ainsi	adverb	1
championing	antiterroriste	adjective	1
Ucle	Úbeda	properNoun	1
ravage	ruiner	verb	1
gasification	jument	noun	1
triptych	triptyque	noun	1
Yanil	Figueras	properNoun	1
Bandai	Celia	properNoun	1
Bigorra	Dumont	properNoun	1
skeptical	sceptique	adjective	1
stocking	moyenne	noun	1
porthole	rupture	noun	1
Walberto	Sainz	properNoun	1
crunch	explosion	noun	1
tailcoat	jaquette	noun	1
Morral	Quevedo	properNoun	1
execute	exécuter	verb	1
Ballard	Thermopyles	properNoun	1
Armintario	Argentine	properNoun	1
melanocyte	véhicule	noun	1
alphabetic	alphabétique	adjective	1
Fontainebleau	Galindo	properNoun	1
sleeved	combien	adjective	1
Pardell	Villena	properNoun	1
transvection	foule	noun	1
dissent	différence	noun	1
customary	habituel	adjective	1
discontinuity	discontinuité	noun	1
abundant	abondant	adjective	1
Beneitez	Isabelle	properNoun	1
Gelis	Malte	properNoun	1
cub	seau	noun	1
Darwin	Generalitat	properNoun	1
tasty	bon	adjective	1
blackberry	mie	noun	1
bomb	bombarder	verb	1
whip	saucisse	noun	1
Sanclemente	Etxeberria	properNoun	1
pseudoscientific	antisémite	adjective	1
Elettra	Rafa	properNoun	1
per	pour	preposition	1
Voisine	Abdullah	properNoun	1
ovoid	promotionnel	adjective	1
Moody	Perdiguero	properNoun	1
celom	toux	noun	1
pop	agrandissable	adjective	1
middle-of-the-road	médiocre	adjective	1
Raga	Chevènement	properNoun	1
Kathryn	Riquelme	properNoun	1
ancient	antique	adjective	1
compendium	introduction	noun	1
PSC	violateur	noun	1
theologian	tergiversation	noun	1
mysticism	renouvellement	noun	1
Cupidon	Cupidon	properNoun	1
Malias	Biélorussie	properNoun	1
Petiquay	Minnesota	properNoun	1
Jesúsa	Nobel	properNoun	1
enhance	rehausser	verb	1
mask	masquer	verb	1
Raitt	Font	properNoun	1
Samaria	Gaston	properNoun	1
Utrecht	Begoña	properNoun	1
eloquence	ambiance	noun	1
April	Jamaïque	properNoun	1
Surette	Correa	properNoun	1
tavern	taverne	noun	1
brat	gaillard	noun	1
chauffeur	chauffeur	noun	1
lock	fermer	verb	1
signal	signal	noun	1
Parellada	Pilar	properNoun	1
Roumeliotis	Margarita	properNoun	1
hydratation	hydratation	noun	1
chimpanzee	bébé	noun	1
Grau	Grau	properNoun	1
Guadalajara	Guadalajara	properNoun	1
stablehand	révolutionnaire	noun	1
chassis	châssis	noun	1
white	blanc	noun	1
Virma	Auschwitz	properNoun	1
honest	sincère	adjective	1
Novell	Hinojosa	properNoun	1
Yuliana	Polynésie	properNoun	1
Pascale	Pascale	properNoun	1
blocking	blocage	noun	1
Sagué	Montilla	properNoun	1
versatility	versatilité	noun	1
atomic	atomique	adjective	1
vestibular	phalangiste	adjective	1
availability	disponibilité	noun	1
Fredrik	Arakama	properNoun	1
Rabadán	Urtxegi	properNoun	1
humour	humour	noun	1
Namibia	Namibie	properNoun	1
feast	repas	noun	1
Aceituno	Boeing	properNoun	1
fluidity	fluidité	noun	1
spit	salive	noun	1
matrix	antiterroriste	adjective	1
Lemus	Maastricht	properNoun	1
seemingly	apparemment	adverb	1
superpower	prépotence	noun	1
Joxemi	Joxemi	properNoun	1
saint	saint	noun	1
